work,words
urn:cts:greekLit:tlg3135.tlg011,24169
urn:cts:greekLit:tlg3135.tlg012,990
urn:cts:greekLit:tlg3156.tlg001,11274
urn:cts:greekLit:tlg4003.tlg001,11170
urn:cts:greekLit:tlg4003.tlg002,2320
urn:cts:greekLit:tlg4003.tlg003,483
urn:cts:greekLit:tlg4013.tlg003,168396
urn:cts:greekLit:tlg4015.tlg005,52928
urn:cts:greekLit:tlg4016.tlg001,33681
urn:cts:greekLit:tlg4016.tlg002,28141
urn:cts:greekLit:tlg4016.tlg004,33872
urn:cts:greekLit:tlg4016.tlg005,19714
urn:cts:greekLit:tlg4019.tlg001,9875
urn:cts:greekLit:tlg4020.tlg001,34414
urn:cts:greekLit:tlg4024.tlg001,54904
urn:cts:greekLit:tlg4024.tlg002,6852
urn:cts:greekLit:tlg4026.tlg001,99240
urn:cts:greekLit:tlg4026.tlg002,2112
urn:cts:greekLit:tlg4026.tlg003,981
urn:cts:greekLit:tlg4027.tlg001,31836
urn:cts:greekLit:tlg4029.tlg001,224514
urn:cts:greekLit:tlg4029.tlg002,32254
urn:cts:greekLit:tlg4030.tlg001,68878
urn:cts:greekLit:tlg4033.tlg003,97977
urn:cts:greekLit:tlg4034.tlg002,50826
urn:cts:greekLit:tlg4034.tlg003,40516
urn:cts:greekLit:tlg4034.tlg004,9849
urn:cts:greekLit:tlg4034.tlg005,13707
urn:cts:greekLit:tlg4036.tlg001,176004
urn:cts:greekLit:tlg4036.tlg023,592
urn:cts:greekLit:tlg4037.tlg001,1439
urn:cts:greekLit:tlg4072.tlg001,29937
urn:cts:greekLit:tlg4072.tlg002,3924
urn:cts:greekLit:tlg4072.tlg003,7240
urn:cts:greekLit:tlg4075.tlg002,2629
urn:cts:greekLit:tlg4081.tlg001,2329
urn:cts:greekLit:tlg4084.tlg001,62236
urn:cts:greekLit:tlg4086.tlg001,15
urn:cts:greekLit:tlg4086.tlg002,871
urn:cts:greekLit:tlg4089.tlg003,67152
urn:cts:greekLit:tlg4089.tlg004,44542
urn:cts:greekLit:tlg4090.tlg001,306200
urn:cts:greekLit:tlg4091.tlg001,3967
urn:cts:greekLit:tlg4102.tlg001,78022
urn:cts:greekLit:tlg4102.tlg002,53277
urn:cts:greekLit:tlg4102.tlg003,13135
urn:cts:greekLit:tlg4102.tlg004,50461
urn:cts:greekLit:tlg4102.tlg005,74738
urn:cts:greekLit:tlg4102.tlg006,3771
urn:cts:greekLit:tlg4102.tlg007,4858
urn:cts:greekLit:tlg4102.tlg008,119081
urn:cts:greekLit:tlg4102.tlg010,49545
urn:cts:greekLit:tlg4102.tlg011,116238
urn:cts:greekLit:tlg4102.tlg012,106515
urn:cts:greekLit:tlg4102.tlg013,34361
urn:cts:greekLit:tlg4102.tlg019,27954
urn:cts:greekLit:tlg4102.tlg020,39735
urn:cts:greekLit:tlg4102.tlg021,19083
urn:cts:greekLit:tlg4102.tlg022,14126
urn:cts:greekLit:tlg4102.tlg023,9927
urn:cts:greekLit:tlg4102.tlg024,9656
urn:cts:greekLit:tlg4102.tlg034,14161
urn:cts:greekLit:tlg4102.tlg035,7930
urn:cts:greekLit:tlg4102.tlg036,4618
urn:cts:greekLit:tlg4102.tlg037,2208
urn:cts:greekLit:tlg4102.tlg038,155207
urn:cts:greekLit:tlg4102.tlg040,10972
urn:cts:greekLit:tlg4102.tlg041,11664
urn:cts:greekLit:tlg4102.tlg042,5328
urn:cts:greekLit:tlg4102.tlg043,11857
urn:cts:greekLit:tlg4102.tlg044,659
urn:cts:greekLit:tlg4102.tlg045,920
urn:cts:greekLit:tlg4102.tlg046,4424
urn:cts:greekLit:tlg4102.tlgX01,769
urn:cts:greekLit:tlg4102.tlgX02,89419
urn:cts:greekLit:tlg4102.tlgX03,23627
urn:cts:greekLit:tlg4170.tlg001a,543
urn:cts:greekLit:tlg4170.tlg001b,540
urn:cts:greekLit:tlg4170.tlg001c,205
urn:cts:greekLit:tlg4170.tlg001d,188
urn:cts:greekLit:tlg4174.tlg001,13254
urn:cts:greekLit:tlg4193.tlg012,29407
urn:cts:greekLit:tlg5019.tlg001,16802
urn:cts:greekLit:tlg5019.tlg002,2354
urn:cts:greekLit:tlg5022.tlg002,12897
urn:cts:greekLit:tlg5022.tlg003,3816
urn:cts:greekLit:tlg5022.tlg004,6416
urn:cts:greekLit:tlg5022.tlg005,3126
urn:cts:greekLit:tlg5022.tlg006,4643
urn:cts:greekLit:tlg5022.tlg007,566
urn:cts:greekLit:tlg5023.tlg001,154887
urn:cts:greekLit:tlg5023.tlg010,1548
urn:cts:greekLit:tlg5023.tlg011,3901
urn:cts:greekLit:tlg5023.tlg012,6284
urn:cts:greekLit:tlg5023.tlg013,27056
urn:cts:greekLit:tlg5023.tlg014,89437
urn:cts:greekLit:tlg5023.tlg015,83007
urn:cts:greekLit:tlg5023.tlg016,83185
urn:cts:greekLit:tlg5026.tlg001,767752
urn:cts:greekLit:tlg5026.tlg007,177393
urn:cts:greekLit:tlg5029.tlg001,56735
urn:cts:greekLit:tlg5031.tlg001,21021
urn:cts:greekLit:tlg5031.tlg002,13118
urn:cts:greekLit:tlg5034.tlg001a,71422
urn:cts:greekLit:tlg5034.tlg001b,45302
urn:cts:greekLit:tlg5034.tlg001c,34678
urn:cts:greekLit:tlg5034.tlg001d,15998
urn:cts:greekLit:tlg5037.tlg004,77003
urn:cts:greekLit:tlg9004.tlg001,18275
urn:cts:greekLit:tlg9006.tlg001,2683
urn:cts:greekLit:tlg9006.tlg011,6212
urn:cts:greekLit:tlg9006.tlg016,6212
urn:cts:greekLit:tlg9007.tlg001,7838
urn:cts:greekLit:tlg9010.tlg001,497619
urn:cts:latinLit:phi0119.phi001,9198
urn:cts:latinLit:phi0119.phi002,7630
urn:cts:latinLit:phi0119.phi003,6545
urn:cts:latinLit:phi0119.phi004,9398
urn:cts:latinLit:phi0119.phi005,8310
urn:cts:latinLit:phi0119.phi006,7171
urn:cts:latinLit:phi0119.phi007,4821
urn:cts:latinLit:phi0119.phi008,5730
urn:cts:latinLit:phi0119.phi009,5979
urn:cts:latinLit:phi0119.phi010,8943
urn:cts:latinLit:phi0119.phi011,8000
urn:cts:latinLit:phi0119.phi012,11873
urn:cts:latinLit:phi0119.phi013,8902
urn:cts:latinLit:phi0119.phi014,7192
urn:cts:latinLit:phi0119.phi015,10721
urn:cts:latinLit:phi0119.phi016,10105
urn:cts:latinLit:phi0119.phi017,11046
urn:cts:latinLit:phi0119.phi018,5940
urn:cts:latinLit:phi0119.phi019,9358
urn:cts:latinLit:phi0119.phi020,7854
urn:cts:latinLit:phi0134.phi001,6651
urn:cts:latinLit:phi0134.phi002,7221
urn:cts:latinLit:phi0134.phi003,7419
urn:cts:latinLit:phi0134.phi004,6940
urn:cts:latinLit:phi0134.phi005,6779
urn:cts:latinLit:phi0134.phi006,6880
urn:cts:latinLit:phi0448.phi001,51301
urn:cts:latinLit:phi0448.phi002,32367
urn:cts:latinLit:phi0472.phi001,12868
urn:cts:latinLit:phi0474.phi001,8630
urn:cts:latinLit:phi0474.phi002,13280
urn:cts:latinLit:phi0474.phi003,4762
urn:cts:latinLit:phi0474.phi004,5813
urn:cts:latinLit:phi0474.phi005,100283
urn:cts:latinLit:phi0474.phi006,3444
urn:cts:latinLit:phi0474.phi007,4537
urn:cts:latinLit:phi0474.phi008,10365
urn:cts:latinLit:phi0474.phi009,6668
urn:cts:latinLit:phi0474.phi010,20821
urn:cts:latinLit:phi0474.phi011,13760
urn:cts:latinLit:phi0474.phi012,3555
urn:cts:latinLit:phi0474.phi013,12578
urn:cts:latinLit:phi0474.phi014,10576
urn:cts:latinLit:phi0474.phi015,9289
urn:cts:latinLit:phi0474.phi016,3115
urn:cts:latinLit:phi0474.phi017,10908
urn:cts:latinLit:phi0474.phi018,2636
urn:cts:latinLit:phi0474.phi019,4329
urn:cts:latinLit:phi0474.phi020,15118
urn:cts:latinLit:phi0474.phi021,7511
urn:cts:latinLit:phi0474.phi022,16755
urn:cts:latinLit:phi0474.phi023,4472
urn:cts:latinLit:phi0474.phi024,8499
urn:cts:latinLit:phi0474.phi025,5118
urn:cts:latinLit:phi0474.phi026,6780
urn:cts:latinLit:phi0474.phi027,10887
urn:cts:latinLit:phi0474.phi028,11594
urn:cts:latinLit:phi0474.phi029,2964
urn:cts:latinLit:phi0474.phi030,4068
urn:cts:latinLit:phi0474.phi031,10483
urn:cts:latinLit:phi0474.phi032,2764
urn:cts:latinLit:phi0474.phi033,3272
urn:cts:latinLit:phi0474.phi034,3896
urn:cts:latinLit:phi0474.phi035,52390
urn:cts:latinLit:phi0474.phi036,33437
urn:cts:latinLit:phi0474.phi037,61985
urn:cts:latinLit:phi0474.phi038,9901
urn:cts:latinLit:phi0474.phi039,25053
urn:cts:latinLit:phi0474.phi040,18492
urn:cts:latinLit:phi0474.phi041,1609
urn:cts:latinLit:phi0474.phi042,6895
urn:cts:latinLit:phi0474.phi043,22030
urn:cts:latinLit:phi0474.phi045,4226
urn:cts:latinLit:phi0474.phi046,18035
urn:cts:latinLit:phi0474.phi047,4386
urn:cts:latinLit:phi0474.phi048,47103
urn:cts:latinLit:phi0474.phi049,56496
urn:cts:latinLit:phi0474.phi050,35701
urn:cts:latinLit:phi0474.phi051,8245
urn:cts:latinLit:phi0474.phi052,9312
urn:cts:latinLit:phi0474.phi053,27305
urn:cts:latinLit:phi0474.phi054,5210
urn:cts:latinLit:phi0474.phi055,34197
urn:cts:latinLit:phi0474.phi056,114454
urn:cts:latinLit:phi0474.phi057,122976
urn:cts:latinLit:phi0474.phi058,18736
urn:cts:latinLit:phi0474.phi059,9548
urn:cts:latinLit:phi0474.phi072,4232
urn:cts:latinLit:phi0478.phi003,4348
urn:cts:latinLit:phi0550.phi001,49036
urn:cts:latinLit:phi0588.abo001,1357
urn:cts:latinLit:phi0588.abo002,1716
urn:cts:latinLit:phi0588.abo003,347
urn:cts:latinLit:phi0588.abo004,887
urn:cts:latinLit:phi0588.abo005,541
urn:cts:latinLit:phi0588.abo006,540
urn:cts:latinLit:phi0588.abo007,2021
urn:cts:latinLit:phi0588.abo008,603
urn:cts:latinLit:phi0588.abo009,741
urn:cts:latinLit:phi0588.abo010,1484
urn:cts:latinLit:phi0588.abo011,411
urn:cts:latinLit:phi0588.abo012,489
urn:cts:latinLit:phi0588.abo013,657
urn:cts:latinLit:phi0588.abo014,1822
urn:cts:latinLit:phi0588.abo015,1673
urn:cts:latinLit:phi0588.abo016,714
urn:cts:latinLit:phi0588.abo017,1390
urn:cts:latinLit:phi0588.abo018,2289
urn:cts:latinLit:phi0588.abo019,542
urn:cts:latinLit:phi0588.abo020,828
urn:cts:latinLit:phi0588.abo021,443
urn:cts:latinLit:phi0588.abo022,518
urn:cts:latinLit:phi0588.abo023,2079
urn:cts:latinLit:phi0588.abo024,270
urn:cts:latinLit:phi0588.abo025,3597
urn:cts:latinLit:phi0620.phi001,25382
urn:cts:latinLit:phi0631.phi001,10660
urn:cts:latinLit:phi0631.phi002,21235
urn:cts:latinLit:phi0631.phi003,4061
urn:cts:latinLit:phi0660.phi001,12356
urn:cts:latinLit:phi0660.phi003,256
urn:cts:latinLit:phi0684.phi002,35486
urn:cts:latinLit:phi0690.phi001,5610
urn:cts:latinLit:phi0690.phi002,14170
urn:cts:latinLit:phi0690.phi003,63682
urn:cts:latinLit:phi0836.phi002,104082
urn:cts:latinLit:phi0845.phi002,78175
urn:cts:latinLit:phi0860.phi001,74499
urn:cts:latinLit:phi0893.phi001,13292
urn:cts:latinLit:phi0893.phi002,310
urn:cts:latinLit:phi0893.phi003,3003
urn:cts:latinLit:phi0893.phi004,14261
urn:cts:latinLit:phi0893.phi005,9913
urn:cts:latinLit:phi0893.phi006,3090
urn:cts:latinLit:phi0914.phi001,506617
urn:cts:latinLit:phi0917.phi001,51076
urn:cts:latinLit:phi0929.phi001,16051
urn:cts:latinLit:phi0959.phi001,15831
urn:cts:latinLit:phi0959.phi002,26034
urn:cts:latinLit:phi0959.phi003,613
urn:cts:latinLit:phi0959.phi004,14897
urn:cts:latinLit:phi0959.phi005,5256
urn:cts:latinLit:phi0959.phi006,77677
urn:cts:latinLit:phi0959.phi007,31291
urn:cts:latinLit:phi0959.phi008,22833
urn:cts:latinLit:phi0959.phi009,20797
urn:cts:latinLit:phi0959.phi010,4618
urn:cts:latinLit:phi0969.phi001,4504
urn:cts:latinLit:phi0972.phi001,30029
urn:cts:latinLit:phi0975.phi001,10988
urn:cts:latinLit:phi0978.phi001,401090
urn:cts:latinLit:phi1002.phi001,173004
urn:cts:latinLit:phi1014.phi001,65395
urn:cts:latinLit:phi1014.phi002,21740
urn:cts:latinLit:phi1014.phi003,10184
urn:cts:latinLit:phi1014.phi004,145
urn:cts:latinLit:phi1017.phi001,7513
urn:cts:latinLit:phi1017.phi002,6700
urn:cts:latinLit:phi1017.phi003,4076
urn:cts:latinLit:phi1017.phi004,5563
urn:cts:latinLit:phi1017.phi005,7076
urn:cts:latinLit:phi1017.phi006,5782
urn:cts:latinLit:phi1017.phi007,5457
urn:cts:latinLit:phi1017.phi008,6169
urn:cts:latinLit:phi1017.phi009,11171
urn:cts:latinLit:phi1017.phi010,5030
urn:cts:latinLit:phi1017.phi011,2873
urn:cts:latinLit:phi1017.phi013,47686
urn:cts:latinLit:phi1017.phi014,8639
urn:cts:latinLit:phi1017.phi015,121044
urn:cts:latinLit:phi1020.phi001,62867
urn:cts:latinLit:phi1020.phi002,23967
urn:cts:latinLit:phi1020.phi003,7285
urn:cts:latinLit:phi1035.phi001,37205
urn:cts:latinLit:phi1038.phi001,79875
urn:cts:latinLit:phi1056.phi001,57856
urn:cts:latinLit:phi1103.phi001,3372
urn:cts:latinLit:phi1212.phi001,21828
urn:cts:latinLit:phi1212.phi002,53289
urn:cts:latinLit:phi1212.phi003,7855
urn:cts:latinLit:phi1242.phi001,26196
urn:cts:latinLit:phi1254.phi001,123221
urn:cts:latinLit:phi1276.phi001,25064
urn:cts:latinLit:phi1294.phi002,56211
urn:cts:latinLit:phi1318.phi001,65732
urn:cts:latinLit:phi1345.phi001,76356
urn:cts:latinLit:phi1348.abo011,9743
urn:cts:latinLit:phi1348.abo012,13852
urn:cts:latinLit:phi1348.abo013,9288
urn:cts:latinLit:phi1348.abo014,7754
urn:cts:latinLit:phi1348.abo015,6562
urn:cts:latinLit:phi1348.abo016,7938
urn:cts:latinLit:phi1348.abo017,2863
urn:cts:latinLit:phi1348.abo018,1670
urn:cts:latinLit:phi1348.abo019,2400
urn:cts:latinLit:phi1348.abo020,3212
urn:cts:latinLit:phi1348.abo021,1486
urn:cts:latinLit:phi1348.abo022,3581
urn:cts:latinLit:phi1351.phi001,6737
urn:cts:latinLit:phi1351.phi002,5513
urn:cts:latinLit:phi1351.phi004,51485
urn:cts:latinLit:phi2003.phi001,15055
urn:cts:latinLit:phi2003.phi002,1108
urn:cts:latinLit:phi2003.phi003,122
urn:cts:latinLit:phi2003.phi004,2404
urn:cts:latinLit:phi2331.phi001,5132
urn:cts:latinLit:phi2331.phi002,1441
urn:cts:latinLit:phi2331.phi003,2247
urn:cts:latinLit:phi2331.phi004,5507
urn:cts:latinLit:phi2331.phi005,2060
urn:cts:latinLit:phi2331.phi006,2616
urn:cts:latinLit:phi2331.phi007,3470
urn:cts:latinLit:phi2331.phi008,2605
urn:cts:latinLit:phi2331.phi009,1590
urn:cts:latinLit:phi2331.phi010,4218
urn:cts:latinLit:phi2331.phi011,2280
urn:cts:latinLit:phi2331.phi012,2705
urn:cts:latinLit:phi2331.phi013,2040
urn:cts:latinLit:phi2331.phi014,1231
urn:cts:latinLit:phi2331.phi015,2489
urn:cts:latinLit:phi2331.phi016,1673
urn:cts:latinLit:phi2331.phi017,5789
urn:cts:latinLit:phi2331.phi018,10681
urn:cts:latinLit:phi2331.phi019,5424
urn:cts:latinLit:phi2331.phi020,5556
urn:cts:latinLit:phi2331.phi021,3147
urn:cts:latinLit:phi2331.phi022,1027
urn:cts:latinLit:phi2331.phi023,3690
urn:cts:latinLit:phi2331.phi024,6647
urn:cts:latinLit:phi2331.phi025,2983
urn:cts:latinLit:phi2331.phi026,7843
urn:cts:latinLit:phi2331.phi027,3104
urn:cts:latinLit:phi2331.phi028,4139
urn:cts:latinLit:phi2331.phi029,2326
urn:cts:latinLit:phi2331.phi030,2669
urn:cts:latinLit:phi9500.phi035,112
urn:cts:latinLit:stoa0007.stoa002,11653
urn:cts:latinLit:stoa0022.stoa014,10147
urn:cts:latinLit:stoa0022.stoa015,10121
urn:cts:latinLit:stoa0022.stoa019,6596
urn:cts:latinLit:stoa0022.stoa021,15058
urn:cts:latinLit:stoa0022.stoa025,8796
urn:cts:latinLit:stoa0022.stoa029,8569
urn:cts:latinLit:stoa0022.stoa032,17347
urn:cts:latinLit:stoa0022.stoa034,12969
urn:cts:latinLit:stoa0022.stoa035,9674
urn:cts:latinLit:stoa0022.stoa038,7989
urn:cts:latinLit:stoa0022.stoa039,17817
urn:cts:latinLit:stoa0022.stoa042,13988
urn:cts:latinLit:stoa0022.stoa044,10205
urn:cts:latinLit:stoa0022.stoa048,95324
urn:cts:latinLit:stoa0022.stoa051,106255
urn:cts:latinLit:stoa0022.stoa052,117046
urn:cts:latinLit:stoa0022.stoa054,51591
urn:cts:latinLit:stoa0022a.stoa001,96422
urn:cts:latinLit:stoa0023.stoa001,127473
urn:cts:latinLit:stoa0028e.stoa001,5731
urn:cts:latinLit:stoa0034.stoa001,66374
urn:cts:latinLit:stoa0040.stoa001,78995
urn:cts:latinLit:stoa0040.stoa001a,26328
urn:cts:latinLit:stoa0040.stoa003,298605
urn:cts:latinLit:stoa0040.stoa006,5803
urn:cts:latinLit:stoa0040.stoa011,717
urn:cts:latinLit:stoa0040.stoa014a,13852
urn:cts:latinLit:stoa0040.stoa015b,674
urn:cts:latinLit:stoa0040.stoa016,21992
urn:cts:latinLit:stoa0040.stoa017,17494
urn:cts:latinLit:stoa0040.stoa019,57228
urn:cts:latinLit:stoa0040.stoa020,22439
urn:cts:latinLit:stoa0040.stoa021,33687
urn:cts:latinLit:stoa0040.stoa021a,13013
urn:cts:latinLit:stoa0040.stoa023,28093
urn:cts:latinLit:stoa0040.stoa024,125715
urn:cts:latinLit:stoa0040.stoa024b,6566
urn:cts:latinLit:stoa0040.stoa025,18837
urn:cts:latinLit:stoa0040.stoa027,57047
urn:cts:latinLit:stoa0040.stoa029,11873
urn:cts:latinLit:stoa0040.stoa029a,15097
urn:cts:latinLit:stoa0040.stoa031,10269
urn:cts:latinLit:stoa0040.stoa031a,13291
urn:cts:latinLit:stoa0040.stoa032,7432
urn:cts:latinLit:stoa0040.stoa033,30476
urn:cts:latinLit:stoa0040.stoa033a,52505
urn:cts:latinLit:stoa0040.stoa034,7447
urn:cts:latinLit:stoa0040.stoa035,8915
urn:cts:latinLit:stoa0040.stoa035a,7599
urn:cts:latinLit:stoa0040.stoa036,13562
urn:cts:latinLit:stoa0040.stoa037,75587
urn:cts:latinLit:stoa0040.stoa037a,8755
urn:cts:latinLit:stoa0040.stoa037c,6750
urn:cts:latinLit:stoa0040.stoa038a,3604
urn:cts:latinLit:stoa0040.stoa040,6633
urn:cts:latinLit:stoa0040.stoa041,12290
urn:cts:latinLit:stoa0040.stoa042,10574
urn:cts:latinLit:stoa0040.stoa042a,96720
urn:cts:latinLit:stoa0040.stoa044,15526
urn:cts:latinLit:stoa0040.stoa046,9997
urn:cts:latinLit:stoa0040.stoa050,11903
urn:cts:latinLit:stoa0040.stoa053,7991
urn:cts:latinLit:stoa0040.stoa054,16738
urn:cts:latinLit:stoa0040.stoa055,12563
urn:cts:latinLit:stoa0040.stoa056,18032
urn:cts:latinLit:stoa0040.stoa056a,23363
urn:cts:latinLit:stoa0040.stoa056b,5251
urn:cts:latinLit:stoa0040.stoa056c,9428
urn:cts:latinLit:stoa0040.stoa057,34815
urn:cts:latinLit:stoa0040.stoa057a,9956
urn:cts:latinLit:stoa0040.stoa060,12308
urn:cts:latinLit:stoa0040.stoa062,193
urn:cts:latinLit:stoa0040.stoa063,142
urn:cts:latinLit:stoa0040.stoa064,10853
urn:cts:latinLit:stoa0040.stoa066c,3677
urn:cts:latinLit:stoa0040.stoa070,23105
urn:cts:latinLit:stoa0040.stoa070a,5279
urn:cts:latinLit:stoa0040.stoa072,2291
urn:cts:latinLit:stoa0040.stoa074,115126
urn:cts:latinLit:stoa0040.stoa077,27010
urn:cts:latinLit:stoa0040.stoa077c,2967
urn:cts:latinLit:stoa0040.stoa077d,1488
urn:cts:latinLit:stoa0040.stoa080,61095
urn:cts:latinLit:stoa0040.stoa080a,51738
urn:cts:latinLit:stoa0045.stoa001,368
urn:cts:latinLit:stoa0045.stoa002,849
urn:cts:latinLit:stoa0045.stoa003,1559
urn:cts:latinLit:stoa0045.stoa004,2638
urn:cts:latinLit:stoa0045.stoa005,743
urn:cts:latinLit:stoa0045.stoa006,248
urn:cts:latinLit:stoa0045.stoa007,2759
urn:cts:latinLit:stoa0045.stoa008,1297
urn:cts:latinLit:stoa0045.stoa009,492
urn:cts:latinLit:stoa0045.stoa010,3746
urn:cts:latinLit:stoa0045.stoa011,10185
urn:cts:latinLit:stoa0045.stoa012,1211
urn:cts:latinLit:stoa0045.stoa013,171
urn:cts:latinLit:stoa0045.stoa014,4143
urn:cts:latinLit:stoa0045.stoa015,1072
urn:cts:latinLit:stoa0045.stoa016,805
urn:cts:latinLit:stoa0045.stoa017,145
urn:cts:latinLit:stoa0045.stoa018,1377
urn:cts:latinLit:stoa0045.stoa019,3259
urn:cts:latinLit:stoa0045.stoa020,211
urn:cts:latinLit:stoa0045.stoa021,1048
urn:cts:latinLit:stoa0045.stoa022,2602
urn:cts:latinLit:stoa0045.stoa025,548
urn:cts:latinLit:stoa0045.stoa026,463
urn:cts:latinLit:stoa0045.stoa027,195
urn:cts:latinLit:stoa0045.stoa028,1496
urn:cts:latinLit:stoa0045a.stoa001,153696
urn:cts:latinLit:stoa0054.stoa001a,4005
urn:cts:latinLit:stoa0058.stoa001,24888
urn:cts:latinLit:stoa0058.stoa003,1392
urn:cts:latinLit:stoa0058.stoa006,1932
urn:cts:latinLit:stoa0058.stoa007,37509
urn:cts:latinLit:stoa0058.stoa023,5900
urn:cts:latinLit:stoa0058.stoa025,2907
urn:cts:latinLit:stoa0058.stoa028,561
urn:cts:latinLit:stoa0076c.stoa001,136524
urn:cts:latinLit:stoa0076c.stoa002,43311
urn:cts:latinLit:stoa0076c.stoa003,38646
urn:cts:latinLit:stoa0089.stoa001,7774
urn:cts:latinLit:stoa0089.stoa002,3165
urn:cts:latinLit:stoa0089.stoa003,4154
urn:cts:latinLit:stoa0089.stoa004,7793
urn:cts:latinLit:stoa0089.stoa005,7381
urn:cts:latinLit:stoa0089.stoa006,2192
urn:cts:latinLit:stoa0089.stoa007,548
urn:cts:latinLit:stoa0089.stoa008,7189
urn:cts:latinLit:stoa0089.stoa009,5740
urn:cts:latinLit:stoa0089.stoa010,1382
urn:cts:latinLit:stoa0089.stoa011,3966
urn:cts:latinLit:stoa0089.stoa012,4173
urn:cts:latinLit:stoa0089.stoa013,2153
urn:cts:latinLit:stoa0089.stoa014,1705
urn:cts:latinLit:stoa0089a.stoa001,31484
urn:cts:latinLit:stoa0089a.stoa002,1677
urn:cts:latinLit:stoa0096.stoa003,8500
urn:cts:latinLit:stoa0096.stoa004,7323
urn:cts:latinLit:stoa0104a.stoa001,2747
urn:cts:latinLit:stoa0104a.stoa002,4593
urn:cts:latinLit:stoa0104a.stoa003,4118
urn:cts:latinLit:stoa0104a.stoa004,4065
urn:cts:latinLit:stoa0104a.stoa005,6418
urn:cts:latinLit:stoa0104a.stoa006,1771
urn:cts:latinLit:stoa0104a.stoa007,5914
urn:cts:latinLit:stoa0104a.stoa008,3922
urn:cts:latinLit:stoa0104a.stoa009,4822
urn:cts:latinLit:stoa0104a.stoa010,5050
urn:cts:latinLit:stoa0104a.stoa011,2929
urn:cts:latinLit:stoa0104a.stoa012,71717
urn:cts:latinLit:stoa0104a.stoa013,3819
urn:cts:latinLit:stoa0104a.stoa014,26149
urn:cts:latinLit:stoa0104a.stoa015,6242
urn:cts:latinLit:stoa0104c.stoa001,34511
urn:cts:latinLit:stoa0104p.stoa001,3989
urn:cts:latinLit:stoa0104p.stoa002,2396
urn:cts:latinLit:stoa0104p.stoa003,6300
urn:cts:latinLit:stoa0104p.stoa005,2484
urn:cts:latinLit:stoa0104p.stoa006,8655
urn:cts:latinLit:stoa0104p.stoa007,4737
urn:cts:latinLit:stoa0104p.stoa008,2935
urn:cts:latinLit:stoa0104p.stoa009,5080
urn:cts:latinLit:stoa0104p.stoa010,6941
urn:cts:latinLit:stoa0104p.stoa011,11571
urn:cts:latinLit:stoa0104p.stoa013,1983
urn:cts:latinLit:stoa0104p.stoa014,4304
urn:cts:latinLit:stoa0104p.stoa015,904
urn:cts:latinLit:stoa0104p.stoa016,2161
urn:cts:latinLit:stoa0104p.stoa018,2088
urn:cts:latinLit:stoa0104p.stoa019,367
urn:cts:latinLit:stoa0104p.stoa020,2155
urn:cts:latinLit:stoa0104p.stoa021,576
urn:cts:latinLit:stoa0111.stoa001,17570
urn:cts:latinLit:stoa0114a.stoa001,665
urn:cts:latinLit:stoa0114a.stoa002,587
urn:cts:latinLit:stoa0114a.stoa003,11450
urn:cts:latinLit:stoa0114a.stoa004,16490
urn:cts:latinLit:stoa0114a.stoa005,2181
urn:cts:latinLit:stoa0114a.stoa006,4812
urn:cts:latinLit:stoa0114a.stoa007,1456
urn:cts:latinLit:stoa0114a.stoa008,48171
urn:cts:latinLit:stoa0114a.stoa011,1598
urn:cts:latinLit:stoa0114a.stoa012,7999
urn:cts:latinLit:stoa0114a.stoa013,265
urn:cts:latinLit:stoa0114a.stoa014,662
urn:cts:latinLit:stoa0114a.stoa015,10668
urn:cts:latinLit:stoa0117.stoa001,3839
urn:cts:latinLit:stoa0117.stoa002,8765
urn:cts:latinLit:stoa0117.stoa003,14599
urn:cts:latinLit:stoa0117.stoa004,1664
urn:cts:latinLit:stoa0117p.stoa001,1527
urn:cts:latinLit:stoa0119.stoa001,10513
urn:cts:latinLit:stoa0119.stoa002,620
urn:cts:latinLit:stoa0119.stoa003,235227
urn:cts:latinLit:stoa0120c.stoa001,6730
urn:cts:latinLit:stoa0120d.stoa001,7237
urn:cts:latinLit:stoa0121g.stoa001,21521
urn:cts:latinLit:stoa0121g.stoa002,11934
urn:cts:latinLit:stoa0121g.stoa003,11737
urn:cts:latinLit:stoa0121g.stoa004,28026
urn:cts:latinLit:stoa0121g.stoa005,1500
urn:cts:latinLit:stoa0122a.stoa001,27636
urn:cts:latinLit:stoa0123a.stoa001,13793
urn:cts:latinLit:stoa0149b.stoa001,188799
urn:cts:latinLit:stoa0149b.stoa002,16804
urn:cts:latinLit:stoa0149b.stoa003,318
urn:cts:latinLit:stoa0149b.stoa004,1304
urn:cts:latinLit:stoa0149b.stoa005,1651
urn:cts:latinLit:stoa0149b.stoa006,563
urn:cts:latinLit:stoa0149b.stoa007,1197
urn:cts:latinLit:stoa0149b.stoa008,1612
urn:cts:latinLit:stoa0149b.stoa009,8340
urn:cts:latinLit:stoa0149c.stoa001,110
urn:cts:latinLit:stoa0149p.stoa001,733
urn:cts:latinLit:stoa0149p.stoa002,2708
urn:cts:latinLit:stoa0149p.stoa003,1301
urn:cts:latinLit:stoa0162.stoa004,284606
urn:cts:latinLit:stoa0162.stoa024,83912
urn:cts:latinLit:stoa0169a.stoa002,19780
urn:cts:latinLit:stoa0171.stoa001,1069
urn:cts:latinLit:stoa0171.stoa002,10952
urn:cts:latinLit:stoa0171.stoa004,517
urn:cts:latinLit:stoa0171.stoa006,12133
